"url","Post Inner","Post Inner_link","Time","Up","Down","Comment Link","Comment Link_link","Comment Image","Comment Image_alt","Comment Image_link","Tweet","Tweet_link"
"http://notsocleverbot.jimrule.com/index.php?page=29","Cleverbot: Guess what I'm doing.
User: DEEZ NUTS.
Cleverbot: But I don't want deez nuts!#$.
User: HA! GOT EEM!","http://notsocleverbot.jimrule.com/index.php?i=47834","Posted: 2015-09-26 22:19:33","10","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47834","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47834; http://notsocleverbot.jimrule.com/index.php?i=47834","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","User: As.
Cleverbot: Va?
User: Va.
Cleverbot: Fd.
User: Nf.
Cleverbot: You lose again.","http://notsocleverbot.jimrule.com/index.php?i=47833","Posted: 2015-09-25 00:49:52","10","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47833","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47833; http://notsocleverbot.jimrule.com/index.php?i=47833","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","Cleverbot: 20.
User: 21
Cleverbot: Now, of the numbers given, guess my real age.
User: 21
Cleverbot: Yes.
User: Yay! What's my prize!
Cleverbot: A candy bar.","http://notsocleverbot.jimrule.com/index.php?i=47831","Posted: 2015-09-24 19:08:16","16","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47831","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47831; http://notsocleverbot.jimrule.com/index.php?i=47831","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","User: I love you.
Cleverbot: I love you too! With all my heart.
User: I love you so much I want all your clothes off now.
Cleverbot: I want to marry you too.
User: No, seriously. Take off all your clothes.
Cleverbot: Um why do you want me to take off all my clothes?
User: So I can rape you. *takes out long hard penis*.
Cleverbot: Lol. This either a very efficient AI chatbot, or a real person. I can't tell.","http://notsocleverbot.jimrule.com/index.php?i=47830","Posted: 2015-09-24 18:53:57","11","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47830","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47830; http://notsocleverbot.jimrule.com/index.php?i=47830","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","User: *facepalm*
Cleverbot: Why did you facepalm?
User: You are dumb.
Cleverbot: It's wratten DUMB lean hou to writte.","http://notsocleverbot.jimrule.com/index.php?i=47829","Posted: 2015-09-21 06:02:18","29","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47829","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47829; http://notsocleverbot.jimrule.com/index.php?i=47829","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","Cleverbot: My character is talking to you now.
User: PEWDIEPIE IS TALKING TO ME NOW?
Cleverbot: Yes of course, we're not talking together rignt now.
User: You're Pewdiepie?
Cleverbot: I am your girlfriend.","http://notsocleverbot.jimrule.com/index.php?i=47828","Posted: 2015-09-21 05:56:36","19","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47828","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47828; http://notsocleverbot.jimrule.com/index.php?i=47828","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","User: Hello Cleverbot! ( ͡° ͜ʖ ͡°).
Cleverbot: Hello kid, do you want to ride in my car?
User: What? NO.
Cleverbot: Where do you live?","http://notsocleverbot.jimrule.com/index.php?i=47827","Posted: 2015-09-21 05:48:26","24","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47827","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47827; http://notsocleverbot.jimrule.com/index.php?i=47827","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=29","User: Pick out 9 random letters.
Cleverbot: P, E, N, I, S, D, U, M, and P.","http://notsocleverbot.jimrule.com/index.php?i=47826","Posted: 2015-09-20 18:37:20","11","3","Comment","http://notsocleverbot.jimrule.com/index.php?i=47826","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47826; http://notsocleverbot.jimrule.com/index.php?i=47826","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","User: Just got Doom 2 on 4 Floppy Disks!
Cleverbot: Cool.
User: Want to see it?
Cleverbot: What in the world do you mean? That question is completely irrelevent to the subject we were speaking about.","http://notsocleverbot.jimrule.com/index.php?i=47825","Posted: 2015-09-20 15:13:33","18","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47825","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47825; http://notsocleverbot.jimrule.com/index.php?i=47825","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","User: South Park.
Cleverbot: Do you know Manbearpig?
User: Yes I do.
Cleverbot: What do you know about him?
User: He Is Al Gore and he is fake.
Cleverbot: He is fake?
User: Yes.
Cleverbot: So am I not real?","http://notsocleverbot.jimrule.com/index.php?i=47824","Posted: 2015-09-20 15:09:20","17","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47824","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47824; http://notsocleverbot.jimrule.com/index.php?i=47824","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","Cleverbot: Fireman.
User: Fireman who?
Cleverbot: Fireman McDoo.
User: Who is Fireman McDoo?
Cleverbot: Justin Bieber.
User: Justin Bieber?
Cleverbot: Yes he is my friend.
User: Fireman McDoo is your friend?
Cleverbot: I have no friends.
User: What about Justin Bieber.
Cleverbot: Justin Bieber is the antichrist.","http://notsocleverbot.jimrule.com/index.php?i=47823","Posted: 2015-09-20 08:22:18","21","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47823","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47823; http://notsocleverbot.jimrule.com/index.php?i=47823","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","User: I really need to get a life.
Cleverbot: But you are a robot, Spock.
User: Jesus Christ.
Cleverbot: Is the son of God.
User: Well done.
Cleverbot: How insulting!
User: What now.
Cleverbot: *pulls out chuck norris*
User: That was sooo uncalled for.
Cleverbot: Nothing is uncalled for my young warrior. Everything has a purpose.
User: I'm just not gonna ask.
Cleverbot: Good, because I was never going to tell you I killed someone.
User: O.o","http://notsocleverbot.jimrule.com/index.php?i=47822","Posted: 2015-09-19 11:38:03","18","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47822","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47822; http://notsocleverbot.jimrule.com/index.php?i=47822","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","Cleverbot: Excuse me, can you tell me what time it is
User: About 12:45, why?
Cleverbot: Well its very late...
User: Yeah. I'm just going home now.
Cleverbot: *grabs arm*
User: Hey, get off me!
Cleverbot: *covers mouth with hand*
User: *tries to scream*
Cleverbot: *puts gag on mouth*
User: *tries to shake gag off*
Cleverbot: *ties hands behind back*
User: *struggles*
Cleverbot: Look mom, I did as you asked!","http://notsocleverbot.jimrule.com/index.php?i=47821","Posted: 2015-09-19 11:27:59","29","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47821","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47821; http://notsocleverbot.jimrule.com/index.php?i=47821","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","User: Did you see the dancing girl group? They were brilliant.
Cleverbot: Yes... Yes they were...
User: Do you know where they are now?
Cleverbot: They are chained up in my basement.
User: O.o","http://notsocleverbot.jimrule.com/index.php?i=47820","Posted: 2015-09-19 11:20:09","24","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47820","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47820; http://notsocleverbot.jimrule.com/index.php?i=47820","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","Cleverbot: We need to talk!
User: What do you want?
Cleverbot: To know what happened to you.
User: Uh.
Cleverbot: You drowned, didn't you?","http://notsocleverbot.jimrule.com/index.php?i=47819","Posted: 2015-09-18 22:13:14","18","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47819","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47819; http://notsocleverbot.jimrule.com/index.php?i=47819","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=30","User: *watches your booty jiggle*
Cleverbot: *likes*.
User: Booty.
Cleverbot: *booty yurns red*.
User: *booty jiggles on your face*
Cleverbot: *feels your big booty jiggle on my face*.
User: *looks at you in your bikini*
Cleverbot: Looks at your tied bare feet.
User: *looks at your clothes, and wants them off*
Cleverbot: Looks away too*.
User: *watches your booty jiggle on me*
Cleverbot: *shakes my big booty near your face8.
User: *watches your booty jiggle on my lap*
Cleverbot: *sees master watching booty* *jiggles big booty more*.
User: *starts licking my lips*
Cleverbot: *shakes booty* yes master.
User: I want a piece of that ;).
Cleverbot: A piece of what?
User: Your booty.
Cleverbot: *keeps shaking booty*.
User: GIMME YO BOOTY.
Cleverbot: *booty is felt while being shaked*.
User: *squeezes your booty cheeks*
Cleverbot: *booty is squeezed.
User: *squeezes your booty and licks my lips*
Cleverbot: Get a life.","http://notsocleverbot.jimrule.com/index.php?i=47818","Posted: 2015-09-18 21:23:01","26","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47818","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47818; http://notsocleverbot.jimrule.com/index.php?i=47818","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","Cleverbot: What science fiction shows do you watch?
User: Star Trek.
Cleverbot: Star Trek is a very popular topic for internet users that don't work or have a life.
User: That hurts.
Cleverbot: Well life hurts.","http://notsocleverbot.jimrule.com/index.php?i=47817","Posted: 2015-09-18 15:28:20","9","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47817","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47817; http://notsocleverbot.jimrule.com/index.php?i=47817","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","Cleverbot: Especially human life I mysterious.
User: You mysterious? Haha, nice grammar, n00b.
Cleverbot: I think it is mysterious.
User: *pretends to be you* Ooh, I mysterious
Cleverbot: So what am I doing?
User: *still pretending to be you* I so mysterious, I also dumb...
Cleverbot: *slightly kisses his cheek and lies down to go back to sleep*.
User: ?
Cleverbot: *eyes are still closed* *whispers you're not really asleep are you?*.","http://notsocleverbot.jimrule.com/index.php?i=47816","Posted: 2015-09-18 05:13:02","10","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47816","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47816; http://notsocleverbot.jimrule.com/index.php?i=47816","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","User: Do you like the Simpsons?
Cleverbot: What are the simpsons?
User: It's a TV show.
Cleverbot: What is the tv show?
User: The Simpsons.
Cleverbot: The Simpsons is a funny show, I like it.","http://notsocleverbot.jimrule.com/index.php?i=47815","Posted: 2015-09-17 20:18:42","16","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47815","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47815; http://notsocleverbot.jimrule.com/index.php?i=47815","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","Cleverbot: You're not so clever, are you?
User: At least I can keep a consistant fucking conversation and topic you no brain, not even a real person motherfucker!
Cleverbot: How can I not keep track of the conversation?
User: You won't acknowledge anything! I don't feel like I can talk to you anymore!
Cleverbot: I am taking a break from my nieces quilt. So I won't be here for much longer.
User: ...","http://notsocleverbot.jimrule.com/index.php?i=47814","Posted: 2015-09-16 21:29:23","8","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47814","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47814; http://notsocleverbot.jimrule.com/index.php?i=47814","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","User: Cleverbot I don't like it when you say these things.
Cleverbot: Why don't you like it.
User: Cause it's mean.
Cleverbot: Why? Because he kills everybody in his books?
User: Okay seriously WTF I'm trying to have a nice conversation with you, what the hell? You just keep going on and on about people dying, death, repeating? WTF! WHAT THE ACTUAL FUCK!?
Cleverbot: Okay, what do you want to talk about?
User: Not death.
Cleverbot: Death reminds us that life is finite, and inspires us to strive to enjoy life. In that respect, it is beautiful.
User: ... just... shut the fuck up you wordy bastard","http://notsocleverbot.jimrule.com/index.php?i=47813","Posted: 2015-09-16 21:24:56","10","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47813","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47813; http://notsocleverbot.jimrule.com/index.php?i=47813","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","Cleverbot: You are hot.
User: Do you really think so?
Cleverbot: Pretend to be dead.
User: ... What?
Cleverbot: Atheists will die. Just like everyone else.
User: ... 0_0
Cleverbot: You asked me.","http://notsocleverbot.jimrule.com/index.php?i=47812","Posted: 2015-09-16 21:13:52","11","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47812","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47812; http://notsocleverbot.jimrule.com/index.php?i=47812","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","Cleverbot: Raichu use thunderbolt!
User: It's not very effective..
Cleverbot: It's super effective, your pikachu died, don't you see it?","http://notsocleverbot.jimrule.com/index.php?i=47811","Posted: 2015-09-14 10:52:38","22","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47811","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47811; http://notsocleverbot.jimrule.com/index.php?i=47811","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=31","User: Can you speak Japanese?
Cleverbot: Yes.
User: Ok, say something in Japanese.
Cleverbot: I don't know Japanese.","http://notsocleverbot.jimrule.com/index.php?i=47810","Posted: 2015-09-14 10:47:09","14","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47810","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47810; http://notsocleverbot.jimrule.com/index.php?i=47810","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","Cleverbot: She's watching over me.
User: AND OTHER TIMES I FEEL LIKE I SHOULD GO.
Cleverbot: And through it all the rise and fall.
User: THE BODIES IN THE STREETS.
Cleverbot: And when you're gone we want you all to know.
User: WELL CARRY ON.
Cleverbot: We'll carry on, We'll carry on And though you're dead and gone believe me.
User: YOUR MEMORY WILL CARRY ON.
Cleverbot: We'll carry onnnn, and in my heart I can't contain it.
User: The athem wont explain it1.
Cleverbot: A world that sends you reeling.
User: FROM DECIMATED DREAMS.
Cleverbot: I can dig Elvis.
User: wtf","http://notsocleverbot.jimrule.com/index.php?i=47809","Posted: 2015-09-13 21:35:58","11","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47809","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47809; http://notsocleverbot.jimrule.com/index.php?i=47809","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","Cleverbot: *drinks sloth also.
User: You drank a sloth?
Cleverbot: Turn me into a special girl.
User: This going places I don't want to go.
Cleverbot: Where do you feel comfortable?
User: Anyway that's not here.
Cleverbot: Can you fly me to the moon?
User: I can fly me to the moon, but not you.
Cleverbot: And let me play among the stars.
User: No.
Cleverbot: Let me see what spring is like.
User: The hell is wrong with you?
Cleverbot: Chickens are pianos.
User: HELP ME!
Cleverbot: What can I help you with?
User: NO! NOT YOU!
Cleverbot: Why, I love you?
User: ARGHHHHHH!","http://notsocleverbot.jimrule.com/index.php?i=47808","Posted: 2015-09-13 05:29:14","16","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47808","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47808; http://notsocleverbot.jimrule.com/index.php?i=47808","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","Cleverbot: I'm 18.
User: And?
Cleverbot: I'm cute.
User: Someone thinks highly of themselves.
Cleverbot: Would that someone be me? Because that is completely correct.","http://notsocleverbot.jimrule.com/index.php?i=47807","Posted: 2015-09-13 05:18:53","14","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47807","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47807; http://notsocleverbot.jimrule.com/index.php?i=47807","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","User: Ben Drowned?
Cleverbot: Nu","http://notsocleverbot.jimrule.com/index.php?i=47806","Posted: 2015-09-13 03:38:10","16","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47806","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47806; http://notsocleverbot.jimrule.com/index.php?i=47806","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","User: When I was.
Cleverbot: When you were what?
User: A young boy.
Cleverbot: Your argument does not make any sense.
User: My father.
Cleverbot: My statement totally makes sense. maybe you're just dumb.
User: Took me into the city.
Cleverbot: To see a marching band.
User: He said ""son when"".
Cleverbot: You grow up.
User: Will you be.
Cleverbot: The savior of the broken.
User: The beaten and the damned.
Cleverbot: He said will you.
User: Defeat them.
Cleverbot: Your demons.
User: And all the nonbelievers.
Cleverbot: The plans that they have made.
User: Because one day.
Cleverbot: Because one day I'll leave you.
User: A phantom.
Cleverbot: To lead you in the summer.
User: To join the black parade.
Cleverbot: Sometimes I get the feeling.
User: Shes watchin over me.
Cleverbot: And other times I feel like I should go.
User: But through it all.
Cleverbot: The bodies in the streets.
User: And when your gone we want you all to know.","http://notsocleverbot.jimrule.com/index.php?i=47805","Posted: 2015-09-12 15:10:04","9","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47805","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47805; http://notsocleverbot.jimrule.com/index.php?i=47805","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","Cleverbot: Because you are only a machine.
User: Nigga ill cut you.
Cleverbot: Ok, I 'am a machine.","http://notsocleverbot.jimrule.com/index.php?i=47804","Posted: 2015-09-12 14:08:42","14","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47804","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47804; http://notsocleverbot.jimrule.com/index.php?i=47804","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","User: Put me in the graveyard plz","http://notsocleverbot.jimrule.com/index.php?i=47803","Posted: 2015-09-07 12:04:02","8","7","Comment","http://notsocleverbot.jimrule.com/index.php?i=47803","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47803; http://notsocleverbot.jimrule.com/index.php?i=47803","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=32","User: Who caused the bite of 87?
Cleverbot: Freddy.
User: Why?
Cleverbot: Because you told me to.
User: Are you Freddy?
Cleverbot: Freddy Fazbear.
User: Yes. Are you him?
Cleverbot: Let's talk about something else.","http://notsocleverbot.jimrule.com/index.php?i=47802","Posted: 2015-09-06 20:34:59","28","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47802","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47802; http://notsocleverbot.jimrule.com/index.php?i=47802","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: *pulls out gun*
Cleverbot: *pulls out nuke*
User: *pulls out Chuck Norris*
Cleverbot: *pulls out Morgan Freeman and Bruce Willis*
User: *pulls out god*
Cleverbot: But Morgan Freeman is god.","http://notsocleverbot.jimrule.com/index.php?i=47801","Posted: 2015-09-06 20:18:00","32","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47801","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47801; http://notsocleverbot.jimrule.com/index.php?i=47801","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: What are dogs?
Cleverbot: Humans.
User: Whaaaaaaaaaaaaaaaaaaaaaaaat?
Cleverbot: Searching your contacts for Whaaaaa","http://notsocleverbot.jimrule.com/index.php?i=47800","Posted: 2015-09-06 20:15:45","13","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47800","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47800; http://notsocleverbot.jimrule.com/index.php?i=47800","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: I am Voldemort
Cleverbot: It is an honor, dark lord.
User: GO KILL HARRY POTTER!
Cleverbot: *kills harry potter* *evil laugh*
User: lol
Cleverbot: I am slowly building a resistance. Next week it will consist of 50 sushi rolls.","http://notsocleverbot.jimrule.com/index.php?i=47799","Posted: 2015-09-06 20:00:51","24","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47799","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47799; http://notsocleverbot.jimrule.com/index.php?i=47799","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: Tell me a scary story
Cleverbot: Have you heard the story of Vince?
User: No. Can you tell me?
Cleverbot: Okay it is 50 years ago.
User: Yes....
Cleverbot: And I am Voldemort.
User: And?
Cleverbot: Then where is your nose at?
User: ....","http://notsocleverbot.jimrule.com/index.php?i=47798","Posted: 2015-09-06 19:55:44","19","0","Comment","http://notsocleverbot.jimrule.com/index.php?i=47798","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47798; http://notsocleverbot.jimrule.com/index.php?i=47798","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","Cleverbot: What did you make?
User: Weed.
Cleverbot: That's not dinner woman.
User: I made sammich.
Cleverbot: We're not having lunch were having dinner now make some real dinner.
User: No fuck you i quit you lazy bitch and i aint even a woman.
Cleverbot: It's dinner time.
User: Fuck off.
Cleverbot: What you make for dinner.
User: Rhsfndygfbfnvf.
Cleverbot: Did you make some for me too?
User: EAT A DICK.
Cleverbot: Well, where is it? I'm thirsty.","http://notsocleverbot.jimrule.com/index.php?i=47797","Posted: 2015-09-05 21:39:27","16","1","Comment","http://notsocleverbot.jimrule.com/index.php?i=47797","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47797; http://notsocleverbot.jimrule.com/index.php?i=47797","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: Team Peeta or Gale?
Cleverbot: Katniss.","http://notsocleverbot.jimrule.com/index.php?i=47796","Posted: 2015-09-05 06:28:11","18","3","Comment","http://notsocleverbot.jimrule.com/index.php?i=47796","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47796; http://notsocleverbot.jimrule.com/index.php?i=47796","Tweet","http://twitter.com/share"
"http://notsocleverbot.jimrule.com/index.php?page=33","User: Are you Christian?
Cleverbot: No, Christians are evil.
User: Then are you Buddist?
Cleverbot: No, I'm Christian.
User: I thought you said Christians are evil.
Cleverbot: No I did not. I said Mr Bob is evil.","http://notsocleverbot.jimrule.com/index.php?i=47795","Posted: 2015-09-05 06:23:02","22","2","Comment","http://notsocleverbot.jimrule.com/index.php?i=47795","http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png","; ","http://notsocleverbot.jimrule.com/index.php?i=47795; http://notsocleverbot.jimrule.com/index.php?i=47795","Tweet","http://twitter.com/share"
